instant,dteday,season,year,month,hours,holiday,weekday,workingday,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,day_category,humidity_category,time_of_day
11686,2012-05-07,Summer,2012,May,2,0,Monday,Weekdays,Clear,0.5,0.4848,77.0,0.194,1,5,6,1,Sangat Lembab,Night
11687,2012-05-07,Summer,2012,May,3,0,Monday,Weekdays,Clear,0.5,0.4848,77.0,0.194,2,3,5,1,Sangat Lembab,Night
11688,2012-05-07,Summer,2012,May,4,0,Monday,Weekdays,Misty,0.46,0.4545,88.0,0.1343,0,2,2,1,Sangat Lembab,Night
11689,2012-05-07,Summer,2012,May,5,0,Monday,Weekdays,Clear,0.46,0.4545,88.0,0.1045,2,21,23,1,Sangat Lembab,Night
11690,2012-05-07,Summer,2012,May,6,0,Monday,Weekdays,Clear,0.46,0.4545,88.0,0.1045,8,134,142,1,Sangat Lembab,Morning
11691,2012-05-07,Summer,2012,May,7,0,Monday,Weekdays,Misty,0.48,0.4697,82.0,0.1045,18,367,385,1,Sangat Lembab,Morning
11692,2012-05-07,Summer,2012,May,8,0,Monday,Weekdays,Misty,0.5,0.4848,82.0,0.194,31,608,639,1,Sangat Lembab,Morning
11693,2012-05-07,Summer,2012,May,9,0,Monday,Weekdays,Misty,0.5,0.4848,82.0,0.2239,61,289,350,1,Sangat Lembab,Morning
11694,2012-05-07,Summer,2012,May,10,0,Monday,Weekdays,Misty,0.52,0.5,77.0,0.194,62,128,190,1,Sangat Lembab,Morning
11695,2012-05-07,Summer,2012,May,11,0,Monday,Weekdays,Misty,0.54,0.5152,73.0,0.194,64,149,213,1,Sangat Lembab,Morning
11696,2012-05-07,Summer,2012,May,12,0,Monday,Weekdays,Misty,0.56,0.5303,68.0,0.2239,74,189,263,1,Sangat Lembab,Afternoon
11697,2012-05-07,Summer,2012,May,13,0,Monday,Weekdays,Misty,0.6,0.6212,53.0,0.3284,75,197,272,1,Normal,Afternoon
11698,2012-05-07,Summer,2012,May,14,0,Monday,Weekdays,Misty,0.62,0.6212,50.0,0.3582,59,180,239,1,Normal,Afternoon
11699,2012-05-07,Summer,2012,May,15,0,Monday,Weekdays,Misty,0.62,0.6212,53.0,0.2985,76,186,262,1,Normal,Afternoon
11700,2012-05-07,Summer,2012,May,16,0,Monday,Weekdays,Misty,0.6,0.6212,53.0,0.3881,68,320,388,1,Normal,Afternoon
11703,2012-05-07,Summer,2012,May,19,0,Monday,Weekdays,Clear,0.58,0.5455,56.00000000000001,0.3284,83,463,546,1,Normal,Evening
11704,2012-05-07,Summer,2012,May,20,0,Monday,Weekdays,Clear,0.54,0.5152,52.0,0.2836,46,277,323,1,Normal,Evening
11705,2012-05-07,Summer,2012,May,21,0,Monday,Weekdays,Misty,0.54,0.5152,45.0,0.2239,37,210,247,1,Normal,Evening
11706,2012-05-07,Summer,2012,May,22,0,Monday,Weekdays,Misty,0.54,0.5152,45.0,0.2537,26,147,173,1,Normal,Evening
11707,2012-05-07,Summer,2012,May,23,0,Monday,Weekdays,Misty,0.54,0.5152,45.0,0.194,21,92,113,1,Normal,Evening
11708,2012-05-08,Summer,2012,May,0,0,Tuesday,Weekdays,Misty,0.52,0.5,52.0,0.2537,10,28,38,2,Normal,Night
11709,2012-05-08,Summer,2012,May,1,0,Tuesday,Weekdays,Misty,0.52,0.5,59.0,0.2239,6,3,9,2,Normal,Night
11710,2012-05-08,Summer,2012,May,2,0,Tuesday,Weekdays,Misty,0.52,0.5,63.0,0.2985,9,7,16,2,Normal,Night
11711,2012-05-08,Summer,2012,May,3,0,Tuesday,Weekdays,Misty,0.52,0.5,68.0,0.2836,2,4,6,2,Sangat Lembab,Night
11712,2012-05-08,Summer,2012,May,4,0,Tuesday,Weekdays,Misty,0.52,0.5,68.0,0.3284,0,5,5,2,Sangat Lembab,Night
11713,2012-05-08,Summer,2012,May,5,0,Tuesday,Weekdays,Misty,0.52,0.5,72.0,0.2836,0,20,20,2,Sangat Lembab,Night
11714,2012-05-08,Summer,2012,May,6,0,Tuesday,Weekdays,Clear,0.5,0.4848,77.0,0.2985,7,158,165,2,Sangat Lembab,Morning
11715,2012-05-08,Summer,2012,May,7,0,Tuesday,Weekdays,Clear,0.52,0.5,72.0,0.2836,21,442,463,2,Sangat Lembab,Morning
11716,2012-05-08,Summer,2012,May,8,0,Tuesday,Weekdays,Misty,0.54,0.5152,73.0,0.2985,36,605,641,2,Sangat Lembab,Morning
11717,2012-05-08,Summer,2012,May,9,0,Tuesday,Weekdays,Misty,0.56,0.5303,68.0,0.3582,37,258,295,2,Sangat Lembab,Morning
11718,2012-05-08,Summer,2012,May,10,0,Tuesday,Weekdays,Misty,0.58,0.5455,68.0,0.4179,46,111,157,2,Sangat Lembab,Morning
11719,2012-05-08,Summer,2012,May,11,0,Tuesday,Weekdays,Misty,0.6,0.6061,64.0,0.3881,60,157,217,2,Normal,Morning
11720,2012-05-08,Summer,2012,May,12,0,Tuesday,Weekdays,Misty,0.62,0.6061,65.0,0.3284,60,203,263,2,Sangat Lembab,Afternoon
11721,2012-05-08,Summer,2012,May,13,0,Tuesday,Weekdays,Light_rainsnow,0.64,0.6061,65.0,0.2537,53,166,219,2,Sangat Lembab,Afternoon
11722,2012-05-08,Summer,2012,May,14,0,Tuesday,Weekdays,Light_rainsnow,0.62,0.6061,69.0,0.3284,8,63,71,2,Sangat Lembab,Afternoon
11723,2012-05-08,Summer,2012,May,15,0,Tuesday,Weekdays,Light_rainsnow,0.62,0.5909,73.0,0.2537,40,94,134,2,Sangat Lembab,Afternoon
11724,2012-05-08,Summer,2012,May,16,0,Tuesday,Weekdays,Light_rainsnow,0.64,0.6061,73.0,0.2239,54,335,389,2,Sangat Lembab,Afternoon
11727,2012-05-08,Summer,2012,May,19,0,Tuesday,Weekdays,Misty,0.64,0.6061,69.0,0.2836,59,399,458,2,Sangat Lembab,Evening
11728,2012-05-08,Summer,2012,May,20,0,Tuesday,Weekdays,Misty,0.64,0.6061,69.0,0.2836,40,262,302,2,Sangat Lembab,Evening
11729,2012-05-08,Summer,2012,May,21,0,Tuesday,Weekdays,Misty,0.64,0.6061,65.0,0.2836,21,202,223,2,Sangat Lembab,Evening
11730,2012-05-08,Summer,2012,May,22,0,Tuesday,Weekdays,Light_rainsnow,0.6,0.5758,78.0,0.2537,13,134,147,2,Sangat Lembab,Evening
11731,2012-05-08,Summer,2012,May,23,0,Tuesday,Weekdays,Light_rainsnow,0.6,0.5758,78.0,0.3284,10,53,63,2,Sangat Lembab,Evening
11732,2012-05-09,Summer,2012,May,0,0,Wednesday,Weekdays,Misty,0.58,0.5455,83.0,0.194,8,27,35,3,Sangat Lembab,Night
11733,2012-05-09,Summer,2012,May,1,0,Wednesday,Weekdays,Misty,0.6,0.5758,78.0,0.2537,3,11,14,3,Sangat Lembab,Night
11734,2012-05-09,Summer,2012,May,2,0,Wednesday,Weekdays,Light_rainsnow,0.56,0.5303,88.0,0.4478,0,1,1,3,Sangat Lembab,Night
11735,2012-05-09,Summer,2012,May,3,0,Wednesday,Weekdays,Light_rainsnow,0.56,0.5303,88.0,0.1642,0,2,2,3,Sangat Lembab,Night
11736,2012-05-09,Summer,2012,May,4,0,Wednesday,Weekdays,Light_rainsnow,0.56,0.5303,88.0,0.2239,0,5,5,3,Sangat Lembab,Night
11737,2012-05-09,Summer,2012,May,5,0,Wednesday,Weekdays,Misty,0.56,0.5303,88.0,0.1343,1,27,28,3,Sangat Lembab,Night
11738,2012-05-09,Summer,2012,May,6,0,Wednesday,Weekdays,Misty,0.56,0.5303,88.0,0.1045,5,121,126,3,Sangat Lembab,Morning
11739,2012-05-09,Summer,2012,May,7,0,Wednesday,Weekdays,Misty,0.56,0.5303,94.0,0.194,17,401,418,3,Sangat Lembab,Morning
11740,2012-05-09,Summer,2012,May,8,0,Wednesday,Weekdays,Misty,0.6,0.5606,83.0,0.1343,28,594,622,3,Sangat Lembab,Morning
11741,2012-05-09,Summer,2012,May,9,0,Wednesday,Weekdays,Misty,0.6,0.5606,83.0,0.0,40,285,325,3,Sangat Lembab,Morning
11742,2012-05-09,Summer,2012,May,10,0,Wednesday,Weekdays,Misty,0.62,0.6061,65.0,0.2537,40,113,153,3,Sangat Lembab,Morning
11743,2012-05-09,Summer,2012,May,11,0,Wednesday,Weekdays,Misty,0.62,0.6212,59.0,0.2985,45,156,201,3,Normal,Morning
11744,2012-05-09,Summer,2012,May,12,0,Wednesday,Weekdays,Misty,0.62,0.6212,56.99999999999999,0.2239,58,222,280,3,Normal,Afternoon
11745,2012-05-09,Summer,2012,May,13,0,Wednesday,Weekdays,Misty,0.64,0.6212,53.0,0.2537,50,216,266,3,Normal,Afternoon
11746,2012-05-09,Summer,2012,May,14,0,Wednesday,Weekdays,Misty,0.64,0.6212,53.0,0.2537,68,175,243,3,Normal,Afternoon
11747,2012-05-09,Summer,2012,May,15,0,Wednesday,Weekdays,Misty,0.64,0.6212,53.0,0.1045,68,191,259,3,Normal,Afternoon
11748,2012-05-09,Summer,2012,May,16,0,Wednesday,Weekdays,Misty,0.66,0.6212,50.0,0.194,68,289,357,3,Normal,Afternoon
11750,2012-05-09,Summer,2012,May,18,0,Wednesday,Weekdays,Light_rainsnow,0.52,0.5,77.0,0.5821,23,349,372,3,Sangat Lembab,Evening
11751,2012-05-09,Summer,2012,May,19,0,Wednesday,Weekdays,Light_rainsnow,0.5,0.4848,77.0,0.3582,2,96,98,3,Sangat Lembab,Evening
11752,2012-05-09,Summer,2012,May,20,0,Wednesday,Weekdays,Light_rainsnow,0.5,0.4848,82.0,0.2239,3,48,51,3,Sangat Lembab,Evening
11753,2012-05-09,Summer,2012,May,21,0,Wednesday,Weekdays,Light_rainsnow,0.5,0.4848,82.0,0.1642,4,30,34,3,Sangat Lembab,Evening
11754,2012-05-09,Summer,2012,May,22,0,Wednesday,Weekdays,Light_rainsnow,0.48,0.4697,82.0,0.1045,5,62,67,3,Sangat Lembab,Evening
11755,2012-05-09,Summer,2012,May,23,0,Wednesday,Weekdays,Light_rainsnow,0.48,0.4697,82.0,0.194,8,47,55,3,Sangat Lembab,Evening
11756,2012-05-10,Summer,2012,May,0,0,Thursday,Weekdays,Light_rainsnow,0.5,0.4848,77.0,0.1642,2,31,33,4,Sangat Lembab,Night
11757,2012-05-10,Summer,2012,May,1,0,Thursday,Weekdays,Misty,0.48,0.4697,88.0,0.1343,2,9,11,4,Sangat Lembab,Night
11758,2012-05-10,Summer,2012,May,2,0,Thursday,Weekdays,Misty,0.48,0.4697,88.0,0.1045,0,3,3,4,Sangat Lembab,Night
11759,2012-05-10,Summer,2012,May,3,0,Thursday,Weekdays,Clear,0.46,0.4545,88.0,0.2239,0,3,3,4,Sangat Lembab,Night
11760,2012-05-10,Summer,2012,May,4,0,Thursday,Weekdays,Clear,0.46,0.4545,77.0,0.194,0,2,2,4,Sangat Lembab,Night
11761,2012-05-10,Summer,2012,May,5,0,Thursday,Weekdays,Clear,0.46,0.4545,72.0,0.2985,1,23,24,4,Sangat Lembab,Night
11762,2012-05-10,Summer,2012,May,6,0,Thursday,Weekdays,Clear,0.44,0.4394,72.0,0.2239,9,130,139,4,Sangat Lembab,Morning
11763,2012-05-10,Summer,2012,May,7,0,Thursday,Weekdays,Clear,0.44,0.4394,72.0,0.2985,8,393,401,4,Sangat Lembab,Morning
11764,2012-05-10,Summer,2012,May,8,0,Thursday,Weekdays,Clear,0.46,0.4545,67.0,0.3582,27,603,630,4,Sangat Lembab,Morning
11765,2012-05-10,Summer,2012,May,9,0,Thursday,Weekdays,Clear,0.5,0.4848,59.0,0.4627,62,299,361,4,Normal,Morning
11766,2012-05-10,Summer,2012,May,10,0,Thursday,Weekdays,Clear,0.5,0.4848,51.0,0.4179,42,112,154,4,Normal,Morning
11767,2012-05-10,Summer,2012,May,11,0,Thursday,Weekdays,Clear,0.52,0.5,48.0,0.5224,77,179,256,4,Normal,Morning
11768,2012-05-10,Summer,2012,May,12,0,Thursday,Weekdays,Clear,0.52,0.5,48.0,0.4179,65,207,272,4,Normal,Afternoon
11769,2012-05-10,Summer,2012,May,13,0,Thursday,Weekdays,Clear,0.54,0.5152,39.0,0.4478,90,228,318,4,Sangat kering,Afternoon
11770,2012-05-10,Summer,2012,May,14,0,Thursday,Weekdays,Clear,0.56,0.5303,37.0,0.4179,61,186,247,4,Sangat kering,Afternoon
11771,2012-05-10,Summer,2012,May,15,0,Thursday,Weekdays,Clear,0.54,0.5152,37.0,0.3881,79,192,271,4,Sangat kering,Afternoon
11772,2012-05-10,Summer,2012,May,16,0,Thursday,Weekdays,Clear,0.58,0.5455,30.0,0.4627,87,334,421,4,Sangat kering,Afternoon
11775,2012-05-10,Summer,2012,May,19,0,Thursday,Weekdays,Clear,0.54,0.5152,37.0,0.3582,84,469,553,4,Sangat kering,Evening
11776,2012-05-10,Summer,2012,May,20,0,Thursday,Weekdays,Clear,0.52,0.5,40.0,0.3284,59,315,374,4,Sangat kering,Evening
11777,2012-05-10,Summer,2012,May,21,0,Thursday,Weekdays,Clear,0.5,0.4848,42.0,0.194,19,211,230,4,Sangat kering,Evening
11778,2012-05-10,Summer,2012,May,22,0,Thursday,Weekdays,Clear,0.5,0.4848,42.0,0.1045,36,196,232,4,Sangat kering,Evening
11779,2012-05-10,Summer,2012,May,23,0,Thursday,Weekdays,Clear,0.48,0.4697,48.0,0.1045,23,112,135,4,Normal,Evening
11780,2012-05-11,Summer,2012,May,0,0,Friday,Weekdays,Clear,0.46,0.4545,55.00000000000001,0.1045,17,47,64,5,Normal,Night
11781,2012-05-11,Summer,2012,May,1,0,Friday,Weekdays,Clear,0.46,0.4545,51.0,0.1343,14,32,46,5,Normal,Night
11782,2012-05-11,Summer,2012,May,2,0,Friday,Weekdays,Clear,0.46,0.4545,44.0,0.1642,15,16,31,5,Sangat kering,Night
11783,2012-05-11,Summer,2012,May,3,0,Friday,Weekdays,Clear,0.46,0.4545,41.0,0.2836,5,8,13,5,Sangat kering,Night
11784,2012-05-11,Summer,2012,May,4,0,Friday,Weekdays,Clear,0.42,0.4242,50.0,0.194,3,6,9,5,Normal,Night
11785,2012-05-11,Summer,2012,May,5,0,Friday,Weekdays,Clear,0.42,0.4242,47.0,0.1642,3,23,26,5,Normal,Night
11786,2012-05-11,Summer,2012,May,6,0,Friday,Weekdays,Clear,0.42,0.4242,50.0,0.2537,7,128,135,5,Normal,Morning
11787,2012-05-11,Summer,2012,May,7,0,Friday,Weekdays,Clear,0.42,0.4242,50.0,0.2537,6,345,351,5,Normal,Morning
11788,2012-05-11,Summer,2012,May,8,0,Friday,Weekdays,Clear,0.46,0.4545,44.0,0.2537,41,579,620,5,Sangat kering,Morning
11789,2012-05-11,Summer,2012,May,9,0,Friday,Weekdays,Clear,0.48,0.4697,41.0,0.2985,34,288,322,5,Sangat kering,Morning
11790,2012-05-11,Summer,2012,May,10,0,Friday,Weekdays,Clear,0.52,0.5,36.0,0.3284,69,141,210,5,Sangat kering,Morning
11791,2012-05-11,Summer,2012,May,11,0,Friday,Weekdays,Clear,0.56,0.5303,35.0,0.2537,88,203,291,5,Sangat kering,Morning
11792,2012-05-11,Summer,2012,May,12,0,Friday,Weekdays,Clear,0.56,0.5303,28.000000000000004,0.4179,89,259,348,5,Sangat kering,Afternoon
11793,2012-05-11,Summer,2012,May,13,0,Friday,Weekdays,Clear,0.6,0.6061,26.0,0.3881,100,263,363,5,Sangat kering,Afternoon
11794,2012-05-11,Summer,2012,May,14,0,Friday,Weekdays,Clear,0.62,0.6061,23.0,0.2239,116,218,334,5,Sangat kering,Afternoon
11795,2012-05-11,Summer,2012,May,15,0,Friday,Weekdays,Clear,0.62,0.6061,25.0,0.194,140,299,439,5,Sangat kering,Afternoon
11796,2012-05-11,Summer,2012,May,16,0,Friday,Weekdays,Clear,0.62,0.6061,25.0,0.3284,128,397,525,5,Sangat kering,Afternoon
11798,2012-05-11,Summer,2012,May,18,0,Friday,Weekdays,Clear,0.64,0.6061,23.0,0.2836,78,518,596,5,Sangat kering,Evening
11799,2012-05-11,Summer,2012,May,19,0,Friday,Weekdays,Clear,0.64,0.6061,23.0,0.2537,73,430,503,5,Sangat kering,Evening
11800,2012-05-11,Summer,2012,May,20,0,Friday,Weekdays,Clear,0.62,0.6061,25.0,0.1343,64,277,341,5,Sangat kering,Evening
11801,2012-05-11,Summer,2012,May,21,0,Friday,Weekdays,Clear,0.6,0.6061,28.000000000000004,0.1045,45,225,270,5,Sangat kering,Evening
11802,2012-05-11,Summer,2012,May,22,0,Friday,Weekdays,Clear,0.56,0.5303,35.0,0.2239,44,190,234,5,Sangat kering,Evening
11803,2012-05-11,Summer,2012,May,23,0,Friday,Weekdays,Clear,0.54,0.5152,37.0,0.194,38,142,180,5,Sangat kering,Evening
11804,2012-05-12,Summer,2012,May,0,0,Saturday,Weekend,Clear,0.52,0.5,42.0,0.1642,25,111,136,6,Sangat kering,Night
11805,2012-05-12,Summer,2012,May,1,0,Saturday,Weekend,Clear,0.5,0.4848,48.0,0.0,14,79,93,6,Normal,Night
11806,2012-05-12,Summer,2012,May,2,0,Saturday,Weekend,Clear,0.46,0.4545,59.0,0.1343,10,46,56,6,Normal,Night
11807,2012-05-12,Summer,2012,May,3,0,Saturday,Weekend,Clear,0.48,0.4697,59.0,0.0,14,20,34,6,Normal,Night
11808,2012-05-12,Summer,2012,May,4,0,Saturday,Weekend,Clear,0.44,0.4394,67.0,0.1045,3,6,9,6,Sangat Lembab,Night
11809,2012-05-12,Summer,2012,May,5,0,Saturday,Weekend,Clear,0.42,0.4242,67.0,0.1343,5,8,13,6,Sangat Lembab,Night
11810,2012-05-12,Summer,2012,May,6,0,Saturday,Weekend,Clear,0.42,0.4242,67.0,0.0896,10,23,33,6,Sangat Lembab,Morning
11811,2012-05-12,Summer,2012,May,7,0,Saturday,Weekend,Clear,0.42,0.4242,71.0,0.1343,10,57,67,6,Sangat Lembab,Morning
11812,2012-05-12,Summer,2012,May,8,0,Saturday,Weekend,Clear,0.52,0.5,48.0,0.0,22,156,178,6,Normal,Morning
11813,2012-05-12,Summer,2012,May,9,0,Saturday,Weekend,Clear,0.54,0.5152,49.0,0.0,87,248,335,6,Normal,Morning
11814,2012-05-12,Summer,2012,May,10,0,Saturday,Weekend,Clear,0.56,0.5303,49.0,0.0896,132,279,411,6,Normal,Morning
11815,2012-05-12,Summer,2012,May,11,0,Saturday,Weekend,Clear,0.62,0.6212,41.0,0.0896,157,365,522,6,Sangat kering,Morning
11816,2012-05-12,Summer,2012,May,12,0,Saturday,Weekend,Clear,0.64,0.6212,36.0,0.1642,206,353,559,6,Sangat kering,Afternoon
11818,2012-05-12,Summer,2012,May,14,0,Saturday,Weekend,Clear,0.66,0.6212,36.0,0.194,257,358,615,6,Sangat kering,Afternoon
11819,2012-05-12,Summer,2012,May,15,0,Saturday,Weekend,Clear,0.68,0.6212,24.0,0.194,269,321,590,6,Sangat kering,Afternoon
11820,2012-05-12,Summer,2012,May,16,0,Saturday,Weekend,Misty,0.7,0.6364,21.0,0.194,254,337,591,6,Sangat kering,Afternoon
11821,2012-05-12,Summer,2012,May,17,0,Saturday,Weekend,Misty,0.66,0.6212,36.0,0.194,233,343,576,6,Sangat kering,Afternoon
11822,2012-05-12,Summer,2012,May,18,0,Saturday,Weekend,Misty,0.66,0.6212,31.0,0.194,164,382,546,6,Sangat kering,Evening
11823,2012-05-12,Summer,2012,May,19,0,Saturday,Weekend,Misty,0.64,0.6212,36.0,0.1642,166,273,439,6,Sangat kering,Evening
11824,2012-05-12,Summer,2012,May,20,0,Saturday,Weekend,Clear,0.62,0.6212,46.0,0.1642,113,174,287,6,Normal,Evening
11825,2012-05-12,Summer,2012,May,21,0,Saturday,Weekend,Misty,0.6,0.6061,60.0,0.1343,74,156,230,6,Normal,Evening
11826,2012-05-12,Summer,2012,May,22,0,Saturday,Weekend,Clear,0.56,0.5303,68.0,0.1343,62,212,274,6,Sangat Lembab,Evening
11827,2012-05-12,Summer,2012,May,23,0,Saturday,Weekend,Clear,0.58,0.5455,56.00000000000001,0.0896,42,134,176,6,Normal,Evening
11828,2012-05-13,Summer,2012,May,0,0,Sunday,Weekend,Clear,0.56,0.5303,64.0,0.1642,19,79,98,0,Normal,Night
11829,2012-05-13,Summer,2012,May,1,0,Sunday,Weekend,Misty,0.54,0.5152,68.0,0.1343,22,72,94,0,Sangat Lembab,Night
11830,2012-05-13,Summer,2012,May,2,0,Sunday,Weekend,Misty,0.54,0.5152,68.0,0.1642,22,60,82,0,Sangat Lembab,Night
11831,2012-05-13,Summer,2012,May,3,0,Sunday,Weekend,Misty,0.54,0.5152,64.0,0.1343,2,26,28,0,Normal,Night
11832,2012-05-13,Summer,2012,May,4,0,Sunday,Weekend,Misty,0.54,0.5152,68.0,0.194,2,7,9,0,Sangat Lembab,Night
11833,2012-05-13,Summer,2012,May,5,0,Sunday,Weekend,Clear,0.52,0.5,72.0,0.194,4,8,12,0,Sangat Lembab,Night
11834,2012-05-13,Summer,2012,May,6,0,Sunday,Weekend,Clear,0.52,0.5,68.0,0.1642,6,15,21,0,Sangat Lembab,Morning
11835,2012-05-13,Summer,2012,May,7,0,Sunday,Weekend,Clear,0.52,0.5,68.0,0.1642,18,42,60,0,Sangat Lembab,Morning
11836,2012-05-13,Summer,2012,May,8,0,Sunday,Weekend,Clear,0.56,0.5303,64.0,0.1642,32,124,156,0,Normal,Morning
11837,2012-05-13,Summer,2012,May,9,0,Sunday,Weekend,Clear,0.6,0.6212,56.00000000000001,0.1343,79,143,222,0,Normal,Morning
11838,2012-05-13,Summer,2012,May,10,0,Sunday,Weekend,Clear,0.6,0.6061,60.0,0.2537,128,222,350,0,Normal,Morning
11839,2012-05-13,Summer,2012,May,11,0,Sunday,Weekend,Clear,0.62,0.6212,56.99999999999999,0.2537,150,278,428,0,Normal,Morning
11840,2012-05-13,Summer,2012,May,12,0,Sunday,Weekend,Clear,0.64,0.6212,56.99999999999999,0.2239,189,342,531,0,Normal,Afternoon
11841,2012-05-13,Summer,2012,May,13,0,Sunday,Weekend,Clear,0.68,0.6364,54.0,0.2537,255,347,602,0,Normal,Afternoon
11842,2012-05-13,Summer,2012,May,14,0,Sunday,Weekend,Clear,0.7,0.6515,48.0,0.1343,228,324,552,0,Normal,Afternoon
11843,2012-05-13,Summer,2012,May,15,0,Sunday,Weekend,Clear,0.72,0.6515,45.0,0.3582,190,309,499,0,Normal,Afternoon
11844,2012-05-13,Summer,2012,May,16,0,Sunday,Weekend,Clear,0.72,0.6515,42.0,0.2537,225,339,564,0,Sangat kering,Afternoon
11845,2012-05-13,Summer,2012,May,17,0,Sunday,Weekend,Clear,0.7,0.6364,45.0,0.4179,191,287,478,0,Normal,Afternoon
11846,2012-05-13,Summer,2012,May,18,0,Sunday,Weekend,Misty,0.68,0.6364,44.0,0.3582,129,260,389,0,Sangat kering,Evening
11847,2012-05-13,Summer,2012,May,19,0,Sunday,Weekend,Misty,0.66,0.6212,50.0,0.4179,107,232,339,0,Normal,Evening
11848,2012-05-13,Summer,2012,May,20,0,Sunday,Weekend,Misty,0.66,0.6212,50.0,0.2836,67,163,230,0,Normal,Evening
11849,2012-05-13,Summer,2012,May,21,0,Sunday,Weekend,Misty,0.64,0.6212,53.0,0.194,48,121,169,0,Normal,Evening
11850,2012-05-13,Summer,2012,May,22,0,Sunday,Weekend,Misty,0.62,0.6061,61.0,0.1642,42,89,131,0,Normal,Evening
11851,2012-05-13,Summer,2012,May,23,0,Sunday,Weekend,Misty,0.62,0.6212,56.99999999999999,0.2239,17,57,74,0,Normal,Evening
11852,2012-05-14,Summer,2012,May,0,0,Monday,Weekdays,Misty,0.6,0.6212,56.00000000000001,0.2537,21,14,35,1,Normal,Night
11853,2012-05-14,Summer,2012,May,1,0,Monday,Weekdays,Misty,0.6,0.6061,60.0,0.2836,5,6,11,1,Normal,Night
11854,2012-05-14,Summer,2012,May,2,0,Monday,Weekdays,Clear,0.6,0.6061,60.0,0.2985,1,1,2,1,Normal,Night
11855,2012-05-14,Summer,2012,May,3,0,Monday,Weekdays,Misty,0.58,0.5455,68.0,0.3284,0,2,2,1,Sangat Lembab,Night
11856,2012-05-14,Summer,2012,May,4,0,Monday,Weekdays,Misty,0.54,0.5152,77.0,0.2239,3,3,6,1,Sangat Lembab,Night
11857,2012-05-14,Summer,2012,May,5,0,Monday,Weekdays,Misty,0.54,0.5152,77.0,0.1642,1,25,26,1,Sangat Lembab,Night
11858,2012-05-14,Summer,2012,May,6,0,Monday,Weekdays,Light_rainsnow,0.52,0.5,94.0,0.2985,3,62,65,1,Sangat Lembab,Morning
11859,2012-05-14,Summer,2012,May,7,0,Monday,Weekdays,Light_rainsnow,0.52,0.5,94.0,0.194,3,72,75,1,Sangat Lembab,Morning
11860,2012-05-14,Summer,2012,May,8,0,Monday,Weekdays,Light_rainsnow,0.54,0.5152,88.0,0.2239,1,155,156,1,Sangat Lembab,Morning
11861,2012-05-14,Summer,2012,May,9,0,Monday,Weekdays,Light_rainsnow,0.54,0.5152,88.0,0.2836,5,105,110,1,Sangat Lembab,Morning
11862,2012-05-14,Summer,2012,May,10,0,Monday,Weekdays,Light_rainsnow,0.54,0.5152,88.0,0.2537,6,53,59,1,Sangat Lembab,Morning
11863,2012-05-14,Summer,2012,May,11,0,Monday,Weekdays,Misty,0.56,0.5303,83.0,0.2239,12,67,79,1,Sangat Lembab,Morning
11864,2012-05-14,Summer,2012,May,12,0,Monday,Weekdays,Misty,0.56,0.5303,88.0,0.2836,53,132,185,1,Sangat Lembab,Afternoon
11865,2012-05-14,Summer,2012,May,13,0,Monday,Weekdays,Misty,0.62,0.5909,73.0,0.2239,33,143,176,1,Sangat Lembab,Afternoon
11866,2012-05-14,Summer,2012,May,14,0,Monday,Weekdays,Misty,0.62,0.5909,73.0,0.2537,43,128,171,1,Sangat Lembab,Afternoon
11867,2012-05-14,Summer,2012,May,15,0,Monday,Weekdays,Misty,0.62,0.5909,73.0,0.1642,40,156,196,1,Sangat Lembab,Afternoon
11868,2012-05-14,Summer,2012,May,16,0,Monday,Weekdays,Light_rainsnow,0.62,0.6061,69.0,0.2836,20,91,111,1,Sangat Lembab,Afternoon
11869,2012-05-14,Summer,2012,May,17,0,Monday,Weekdays,Light_rainsnow,0.56,0.5303,88.0,0.2537,25,204,229,1,Sangat Lembab,Afternoon
11870,2012-05-14,Summer,2012,May,18,0,Monday,Weekdays,Misty,0.58,0.5455,83.0,0.0,17,283,300,1,Sangat Lembab,Evening
11871,2012-05-14,Summer,2012,May,19,0,Monday,Weekdays,Light_rainsnow,0.58,0.5455,88.0,0.1343,10,294,304,1,Sangat Lembab,Evening
11872,2012-05-14,Summer,2012,May,20,0,Monday,Weekdays,Misty,0.58,0.5455,88.0,0.194,11,178,189,1,Sangat Lembab,Evening
11873,2012-05-14,Summer,2012,May,21,0,Monday,Weekdays,Misty,0.58,0.5455,83.0,0.0896,7,145,152,1,Sangat Lembab,Evening
11874,2012-05-14,Summer,2012,May,22,0,Monday,Weekdays,Misty,0.58,0.5455,78.0,0.0896,11,118,129,1,Sangat Lembab,Evening
11875,2012-05-14,Summer,2012,May,23,0,Monday,Weekdays,Misty,0.58,0.5455,78.0,0.1045,11,64,75,1,Sangat Lembab,Evening
11876,2012-05-15,Summer,2012,May,0,0,Tuesday,Weekdays,Misty,0.56,0.5303,88.0,0.1343,7,25,32,2,Sangat Lembab,Night
11877,2012-05-15,Summer,2012,May,1,0,Tuesday,Weekdays,Light_rainsnow,0.56,0.5303,88.0,0.1343,5,14,19,2,Sangat Lembab,Night
11878,2012-05-15,Summer,2012,May,2,0,Tuesday,Weekdays,Misty,0.56,0.5303,88.0,0.1343,1,3,4,2,Sangat Lembab,Night
